15487660;;SCIMAGO
09594388;;SCIMAGO
18732402;;SCIMAGO
15375277;;SCIMAGO
15213773;;SCIMAGO
09527915;;SCIMAGO
15557561;;SCIMAGO
14714914;;SCIMAGO
15280012;;SCIMAGO
17586798;;SCIMAGO
02726963;;SCIMAGO
0927796X;;SCIMAGO
15525279;;SCIMAGO
00315826;;SCIMAGO
15292401;;SCIMAGO
14779129;;SCIMAGO
15318249;;SCIMAGO
14320533;;SCIMAGO
20411723;;SCIMAGO
18737528;;SCIMAGO
13695266;;SCIMAGO
00127094;;SCIMAGO
14647931;;SCIMAGO
22106502;;SCIMAGO
18638899;;SCIMAGO
00085472;;SCIMAGO
15333450;;SCIMAGO
14683288;;SCIMAGO
15354970;;SCIMAGO
00031224;;SCIMAGO
15393704;;SCIMAGO
00219010;;SCIMAGO
00223514;;SCIMAGO
16181913;;SCIMAGO
01656147;;SCIMAGO
00221996;;SCIMAGO
14602199;;SCIMAGO
1758907X;;SCIMAGO
1470634X;;SCIMAGO
15334465;;SCIMAGO
15731405;;SCIMAGO
15372707;;SCIMAGO
19379145;;SCIMAGO
15273350;;SCIMAGO
19368798;;SCIMAGO
15375307;;SCIMAGO
10432760;;SCIMAGO
15737020;;SCIMAGO
00129615;;SCIMAGO
03010082;;SCIMAGO
14680327;;SCIMAGO
0966842X;;SCIMAGO
10944281;;SCIMAGO
17456924;;SCIMAGO
15375390;;SCIMAGO
13509462;;SCIMAGO
09692126;;SCIMAGO
15491676;;SCIMAGO
1475679X;;SCIMAGO
10780432;;SCIMAGO
17597331;;SCIMAGO
10963650;;SCIMAGO
15497798;;SCIMAGO
14682060;;SCIMAGO
13695274;;SCIMAGO
15537374;;SCIMAGO
17574684;;SCIMAGO
17577012;;SCIMAGO
15200442;;SCIMAGO
00014826;;SCIMAGO
14602083;;SCIMAGO
14786729;;SCIMAGO
00246301;;SCIMAGO
00223433;;SCIMAGO
01637827;;SCIMAGO
21576912;;SCIMAGO
20416539;;SCIMAGO
07496419;;SCIMAGO
10963634;;SCIMAGO
09609822;;SCIMAGO
21686114;;SCIMAGO
14694360;;SCIMAGO
19430264;;SCIMAGO
17487838;;SCIMAGO
14786990;;SCIMAGO
10976825;;SCIMAGO
03044076;;SCIMAGO
1545861X;;SCIMAGO
03043932;;SCIMAGO
19457685;;SCIMAGO
09509232;;SCIMAGO
10966099;;SCIMAGO
00111384;;SCIMAGO
00121797;;SCIMAGO
00221090;;SCIMAGO
10982736;;SCIMAGO
14770288;;SCIMAGO
1616301X;;SCIMAGO
15315088;;SCIMAGO
10960473;;SCIMAGO
21598290;;SCIMAGO
17517370;;SCIMAGO
02727358;;SCIMAGO
02782715;;SCIMAGO
14680297;;SCIMAGO
15376591;;SCIMAGO
00108545;;SCIMAGO
17451701;;SCIMAGO
18844057;;SCIMAGO
13652486;;SCIMAGO
14765403;;SCIMAGO
0169409X;;SCIMAGO
20462441;;SCIMAGO
01650173;;SCIMAGO
10985549;;SCIMAGO
00088846;;SCIMAGO
19417713;;SCIMAGO
13697021;;SCIMAGO
08876924;;SCIMAGO
14693178;;SCIMAGO
13675931;;SCIMAGO
1098237X;;SCIMAGO
19355548;;SCIMAGO
15291006;;SCIMAGO
14699001;;SCIMAGO
03702693;;SCIMAGO
1477870X;;SCIMAGO
13674811;;SCIMAGO
10959572;;SCIMAGO
1537274X;;SCIMAGO
10957235;;SCIMAGO
10969896;;SCIMAGO
15327973;;SCIMAGO
14643510;;SCIMAGO
15494713;;SCIMAGO
00346543;;SCIMAGO
19413297;;SCIMAGO
1365313X;;SCIMAGO
08839026;;SCIMAGO
13889842;;SCIMAGO
14602369;;SCIMAGO
2050084X;;SCIMAGO
10627995;;SCIMAGO
14755661;;SCIMAGO
17417007;;SCIMAGO
15736938;;SCIMAGO
15281140;;SCIMAGO
15494918;;SCIMAGO
10970312;;SCIMAGO
15291774;;SCIMAGO
00472727;;SCIMAGO
10963618;;SCIMAGO
09506608;;SCIMAGO
07416261;;SCIMAGO
19417640;;SCIMAGO
03066150;;SCIMAGO
00128252;;SCIMAGO
15409309;;SCIMAGO
1082989X;;SCIMAGO
15322548;;SCIMAGO
13895567;;SCIMAGO
17568935;;SCIMAGO
1466822X;;SCIMAGO
14679280;;SCIMAGO
10797114;;SCIMAGO
15488004;;SCIMAGO
14682354;;SCIMAGO
03005771;;SCIMAGO
19493053;;SCIMAGO
15720241;;SCIMAGO
10967184;;SCIMAGO
14749726;;SCIMAGO
15737233;;SCIMAGO
14321394;;SCIMAGO
17590884;;SCIMAGO
15200493;;SCIMAGO
10591524;;SCIMAGO
17594782;;SCIMAGO
14682508;;SCIMAGO
15290131;;SCIMAGO
19353456;;SCIMAGO
00702153;;SCIMAGO
10957200;;SCIMAGO
1573711X;;SCIMAGO
00796727;;SCIMAGO
1991959X;;SCIMAGO
19413149;;SCIMAGO
10863338;;SCIMAGO
13596101;;SCIMAGO
19383207;;SCIMAGO
14779137;;SCIMAGO
15205002;;SCIMAGO
20418213;;SCIMAGO
00168505;;SCIMAGO
15314804;;SCIMAGO
1342937X;;SCIMAGO
10806377;;SCIMAGO
15244628;;SCIMAGO
00028312;;SCIMAGO
00166731;;SCIMAGO
00982997;;SCIMAGO
15460738;;SCIMAGO
01677799;;SCIMAGO
16807324;;SCIMAGO
15361284;;SCIMAGO
13596454;;SCIMAGO
0304419X;;SCIMAGO
15506606;;SCIMAGO
14676486;;SCIMAGO
16000854;;SCIMAGO
16136829;;SCIMAGO
19475446;;SCIMAGO
00380407;;SCIMAGO
03043878;;SCIMAGO
14712970;;SCIMAGO
0065230X;;SCIMAGO
19487185;;SCIMAGO
00100870;;SCIMAGO
15308898;;SCIMAGO
19411367;;SCIMAGO
03635465;;SCIMAGO
0194911X;;SCIMAGO
02699370;;SCIMAGO
16000641;;SCIMAGO
14683296;;SCIMAGO
02661144;;SCIMAGO
15322084;;SCIMAGO
14208970;;SCIMAGO
00963445;;SCIMAGO
15489221;;SCIMAGO
00129593;;SCIMAGO
13652958;;SCIMAGO
17453933;;SCIMAGO
1385013X;;SCIMAGO
15730956;;SCIMAGO
19980124;;SCIMAGO
15265501;;SCIMAGO
08908567;;SCIMAGO
15326985;;SCIMAGO
18749399;;SCIMAGO
14677881;;SCIMAGO
10956808;;SCIMAGO
15265536;;SCIMAGO
03050483;;SCIMAGO
00129658;;SCIMAGO
15527379;;SCIMAGO
15376613;;SCIMAGO
0022006X;;SCIMAGO
14320894;;SCIMAGO
10991255;;SCIMAGO
01623737;;SCIMAGO
10955623;;SCIMAGO
10636706;;SCIMAGO
0022040X;;SCIMAGO
0013189X;;SCIMAGO
00189200;;SCIMAGO
01637258;;SCIMAGO
1553877X;;SCIMAGO
15397718;;SCIMAGO
18785905;;SCIMAGO
10991654;;SCIMAGO
15231755;;SCIMAGO
1936878X;;SCIMAGO
15507629;;SCIMAGO
18780261;;SCIMAGO
00948276;;SCIMAGO
10985514;;SCIMAGO
10970193;;SCIMAGO
13652745;;SCIMAGO
14680009;;SCIMAGO
14320673;;SCIMAGO
10988971;;SCIMAGO
21555435;;SCIMAGO
17550998;;SCIMAGO
10870792;;SCIMAGO
15200469;;SCIMAGO
17594766;;SCIMAGO
18729495;;SCIMAGO
19420080;;SCIMAGO
10976744;;SCIMAGO
15265463;;SCIMAGO
15723097;;SCIMAGO
14602415;;SCIMAGO
00796786;;SCIMAGO
00754102;;SCIMAGO
15458601;;SCIMAGO
00123692;;SCIMAGO
20402392;;SCIMAGO
14672979;;SCIMAGO
14359863;;SCIMAGO
14677687;;SCIMAGO
00224871;;SCIMAGO
22112855;;SCIMAGO
10981063;;SCIMAGO
14678624;;SCIMAGO
00189448;;SCIMAGO
01660616;;SCIMAGO
14678721;;SCIMAGO
10738584;;SCIMAGO
1083351X;;SCIMAGO
1526632X;;SCIMAGO
03062619;;SCIMAGO
16144961;;SCIMAGO
09581669;;SCIMAGO
15230864;;SCIMAGO
08906955;;SCIMAGO
09594752;;SCIMAGO
15300293;;SCIMAGO
15250024;;SCIMAGO
17529867;;SCIMAGO
21571422;;SCIMAGO
15548627;;SCIMAGO
00045411;;SCIMAGO
17238617;;SCIMAGO
15234681;;SCIMAGO
19423268;;SCIMAGO
07338716;;SCIMAGO
18672957;;SCIMAGO
15475271;;SCIMAGO
09589465;;SCIMAGO
02783649;;SCIMAGO
20445040;;SCIMAGO
14209071;;SCIMAGO
01912615;;SCIMAGO
18632661;;SCIMAGO
00143820;;SCIMAGO
02941449;;SCIMAGO
00220027;;SCIMAGO
15237060;;SCIMAGO
08858950;;SCIMAGO
10959068;;SCIMAGO
0021843X;;SCIMAGO
14779803;;SCIMAGO
13835742;;SCIMAGO
16633563;;SCIMAGO
15537358;;SCIMAGO
13640321;;SCIMAGO
15271315;;SCIMAGO
15406520;;SCIMAGO
00457825;;SCIMAGO
15211878;;SCIMAGO
14622920;;SCIMAGO
19940424;;SCIMAGO
17413737;;SCIMAGO
08866236;;SCIMAGO
15737039;;SCIMAGO
08838305;;SCIMAGO
1095564X;;SCIMAGO
1465542X;;SCIMAGO
00020966;;SCIMAGO
17594685;;SCIMAGO
09628452;;SCIMAGO
13652966;;SCIMAGO
01636804;;SCIMAGO
18796257;;SCIMAGO
15736660;;SCIMAGO
00102180;;SCIMAGO
00344257;;SCIMAGO
10806059;;SCIMAGO
10902082;;SCIMAGO
17506816;;SCIMAGO
0021972X;;SCIMAGO
15698041;;SCIMAGO
00209996;;SCIMAGO
10902473;;SCIMAGO
09209964;;SCIMAGO
17596653;;SCIMAGO
15384357;;SCIMAGO
00222836;;SCIMAGO
14320428;;SCIMAGO
1095953X;;SCIMAGO
14721465;;SCIMAGO
10981136;;SCIMAGO
16000447;;SCIMAGO
15228002;;SCIMAGO
15265447;;SCIMAGO
1365294X;;SCIMAGO
10981004;;SCIMAGO
15306860;;SCIMAGO
02773791;;SCIMAGO
08834237;;SCIMAGO
14625822;;SCIMAGO
1747938X;;SCIMAGO
14698137;;SCIMAGO
16005767;;SCIMAGO
15300285;;SCIMAGO
15357163;;SCIMAGO
14604752;;SCIMAGO
03600300;;SCIMAGO
00917613;;SCIMAGO
08954356;;SCIMAGO
15495485;;SCIMAGO
10991379;;SCIMAGO
1089778X;;SCIMAGO
14320835;;SCIMAGO
15375323;;SCIMAGO
15736687;;SCIMAGO
19361335;;SCIMAGO
10982787;;SCIMAGO
15548937;;SCIMAGO
14708728;;SCIMAGO
13652656;;SCIMAGO
03019268;;SCIMAGO
15327809;;SCIMAGO
00314005;;SCIMAGO
14697610;;SCIMAGO
17548411;;SCIMAGO
1555905X;;SCIMAGO
10745521;;SCIMAGO
00916765;;SCIMAGO
19492553;;SCIMAGO
15561380;;SCIMAGO
19408412;;SCIMAGO
00659266;;SCIMAGO
13590286;;SCIMAGO
00796816;;SCIMAGO
00431354;;SCIMAGO
15244636;;SCIMAGO
15228517;;SCIMAGO
00920703;;SCIMAGO
00100277;;SCIMAGO
14692198;;SCIMAGO
00224278;;SCIMAGO
19476027;;SCIMAGO
09276505;;SCIMAGO
15251314;;SCIMAGO
14679558;;SCIMAGO
07349750;;SCIMAGO
01674889;;SCIMAGO
14686244;;SCIMAGO
00189286;;SCIMAGO
1932846X;;SCIMAGO
14321238;;SCIMAGO
15383873;;SCIMAGO
14692112;;SCIMAGO
10959920;;SCIMAGO
15205851;;SCIMAGO
14698978;;SCIMAGO
14766256;;SCIMAGO
03050548;;SCIMAGO
15337790;;SCIMAGO
10902139;;SCIMAGO
10970215;;SCIMAGO
15483576;;SCIMAGO
13652664;;SCIMAGO
10970142;;SCIMAGO
14882434;;SCIMAGO
14651165;;SCIMAGO
17495024;;SCIMAGO
2041210X;;SCIMAGO
14320886;;SCIMAGO
14724642;;SCIMAGO
1460244X;;SCIMAGO
03057372;;SCIMAGO
15232409;;SCIMAGO
15383687;;SCIMAGO
13993003;;SCIMAGO
13597345;;SCIMAGO
15687864;;SCIMAGO
15300366;;SCIMAGO
02780046;;SCIMAGO
00911798;;SCIMAGO
09638687;;SCIMAGO
14774054;;SCIMAGO
21612129;;SCIMAGO
14682710;;SCIMAGO
00221295;;SCIMAGO
01678140;;SCIMAGO
00419907;;SCIMAGO
00078506;;SCIMAGO
14714922;;SCIMAGO
17577799;;SCIMAGO
00029394;;SCIMAGO
10532498;;SCIMAGO
00167606;;SCIMAGO
01614940;;SCIMAGO
14764598;;SCIMAGO
18632300;;SCIMAGO
17498104;;SCIMAGO
15252191;;SCIMAGO
00220663;;SCIMAGO
15206505;;SCIMAGO
03043959;;SCIMAGO
08858993;;SCIMAGO
1755263X;;SCIMAGO
16625137;;SCIMAGO
1879355X;;SCIMAGO
14653060;;SCIMAGO
15705846;;SCIMAGO
19447884;;SCIMAGO
13652168;;SCIMAGO
18732704;;SCIMAGO
15364844;;SCIMAGO
15592308;;SCIMAGO
01674730;;SCIMAGO
15214141;;SCIMAGO
19414935;;SCIMAGO
08888809;;SCIMAGO
05503213;;SCIMAGO
01475185;;SCIMAGO
1478811X;;SCIMAGO
19493029;;SCIMAGO
10900241;;SCIMAGO
0271678X;;SCIMAGO
15375331;;SCIMAGO
15318257;;SCIMAGO
13653040;;SCIMAGO
15394794;;SCIMAGO
1053587X;;SCIMAGO
15928721;;SCIMAGO
15547191;;SCIMAGO
16006143;;SCIMAGO
15263231;;SCIMAGO
00225096;;SCIMAGO
15384101;;SCIMAGO
10170405;;SCIMAGO
09598049;;SCIMAGO
10960449;;SCIMAGO
00086363;;SCIMAGO
15383881;;SCIMAGO
00389765;;SCIMAGO
13556037;;SCIMAGO
13864181;;SCIMAGO
14623994;;SCIMAGO
03629805;;SCIMAGO
1573336X;;SCIMAGO
10559965;;SCIMAGO
01121642;;SCIMAGO
15417786;;SCIMAGO
16154150;;SCIMAGO
14710366;;SCIMAGO
15577368;;SCIMAGO
02787407;;SCIMAGO
14719053;;SCIMAGO
00130095;;SCIMAGO
15213765;;SCIMAGO
10902732;;SCIMAGO
1532429X;;SCIMAGO
10981128;;SCIMAGO
00219355;;SCIMAGO
16000587;;SCIMAGO
08986568;;SCIMAGO
14602180;;SCIMAGO
10964037;;SCIMAGO
14697793;;SCIMAGO
15361276;;SCIMAGO
15205835;;SCIMAGO
10902694;;SCIMAGO
00051098;;SCIMAGO
01461672;;SCIMAGO
17471028;;SCIMAGO
15540677;;SCIMAGO
10982272;;SCIMAGO
10726349;;SCIMAGO
0046564X;;SCIMAGO
15321827;;SCIMAGO
13596462;;SCIMAGO
19324553;;SCIMAGO
15231739;;SCIMAGO
13510088;;SCIMAGO
20403372;;SCIMAGO
10958584;;SCIMAGO
17438977;;SCIMAGO
1932443X;;SCIMAGO
1864564X;;SCIMAGO
0925854X;;SCIMAGO
15315487;;SCIMAGO
17417015;;SCIMAGO
18789129;;SCIMAGO
17416248;;SCIMAGO
03605442;;SCIMAGO
15200485;;SCIMAGO
19406215;;SCIMAGO
00063568;;SCIMAGO
17284457;;SCIMAGO
13876473;;SCIMAGO
17501326;;SCIMAGO
19401612;;SCIMAGO
15324133;;SCIMAGO
14752700;;SCIMAGO
01604120;;SCIMAGO
10944087;;SCIMAGO
18176127;;SCIMAGO
15513203;;SCIMAGO
14321807;;SCIMAGO
02637758;;SCIMAGO
15221598;;SCIMAGO
19493592;;SCIMAGO
14351803;;SCIMAGO
14679531;;SCIMAGO
18789293;;SCIMAGO
15729672;;SCIMAGO
15583724;;SCIMAGO
14609568;;SCIMAGO
07415400;;SCIMAGO
00711365;;SCIMAGO
00219967;;SCIMAGO
15359484;;SCIMAGO
13691600;;SCIMAGO
15499626;;SCIMAGO
10957111;;SCIMAGO
15265498;;SCIMAGO
0268960X;;SCIMAGO
14679787;;SCIMAGO
14602350;;SCIMAGO
10960783;;SCIMAGO
10958657;;SCIMAGO
1539297X;;SCIMAGO
00796565;;SCIMAGO
00487333;;SCIMAGO
00318108;;SCIMAGO
13652435;;SCIMAGO
15523098;;SCIMAGO
16628128;;SCIMAGO
15401979;;SCIMAGO
14603683;;SCIMAGO
15401413;;SCIMAGO
07418825;;SCIMAGO
10969845;;SCIMAGO
10957189;;SCIMAGO
13684221;;SCIMAGO
14682478;;SCIMAGO
02692813;;SCIMAGO
00200255;;SCIMAGO
10510761;;SCIMAGO
03064530;;SCIMAGO
01618105;;SCIMAGO
00340553;;SCIMAGO
15375927;;SCIMAGO
19373368;;SCIMAGO
00052728;;SCIMAGO
03772217;;SCIMAGO
14602431;;SCIMAGO
10675027;;SCIMAGO
15681637;;SCIMAGO
20419139;;SCIMAGO
1077260X;;SCIMAGO
00333123;;SCIMAGO
14736535;;SCIMAGO
00099236;;SCIMAGO
14673045;;SCIMAGO
1755148X;;SCIMAGO
15281167;;SCIMAGO
08947317;;SCIMAGO
0022202X;;SCIMAGO
01913085;;SCIMAGO
10967516;;SCIMAGO
10775552;;SCIMAGO
16625129;;SCIMAGO
10543589;;SCIMAGO
15252027;;SCIMAGO
15387933;;SCIMAGO
15731480;;SCIMAGO
03601315;;SCIMAGO
14320479;;SCIMAGO
00063207;;SCIMAGO
15406229;;SCIMAGO
13652796;;SCIMAGO
15371948;;SCIMAGO
08239150;;SCIMAGO
17456150;;SCIMAGO
00255610;;SCIMAGO
17511577;;SCIMAGO
18791190;;SCIMAGO
14717727;;SCIMAGO
0017811X;;SCIMAGO
10775587;;SCIMAGO
08858969;;SCIMAGO
1525755X;;SCIMAGO
03767388;;SCIMAGO
08937524;;SCIMAGO
10959130;;SCIMAGO
14684357;;SCIMAGO
15281175;;SCIMAGO
13995618;;SCIMAGO
18732607;;SCIMAGO
00244937;;SCIMAGO
00179124;;SCIMAGO
10970207;;SCIMAGO
19360975;;SCIMAGO
18678548;;SCIMAGO
00221465;;SCIMAGO
14756765;;SCIMAGO
15328007;;SCIMAGO
00223069;;SCIMAGO
01676296;;SCIMAGO
15206882;;SCIMAGO
01683659;;SCIMAGO
13590294;;SCIMAGO
15459683;;SCIMAGO
15210111;;SCIMAGO
03009572;;SCIMAGO
15501558;;SCIMAGO
17524563;;SCIMAGO
10959327;;SCIMAGO
15326500;;SCIMAGO
00121649;;SCIMAGO
01678116;;SCIMAGO
15206394;;SCIMAGO
15589080;;SCIMAGO
14320967;;SCIMAGO
14730197;;SCIMAGO
15737799;;SCIMAGO
14322064;;SCIMAGO
19322267;;SCIMAGO
01974580;;SCIMAGO
00137227;;SCIMAGO
15523810;;SCIMAGO
09608524;;SCIMAGO
15283542;;SCIMAGO
00018686;;SCIMAGO
18733883;;SCIMAGO
19337213;;SCIMAGO
08939675;;SCIMAGO
14677652;;SCIMAGO
10795006;;SCIMAGO
17595053;;SCIMAGO
1366591X;;SCIMAGO
1945497X;;SCIMAGO
01962892;;SCIMAGO
13652923;;SCIMAGO
10982264;;SCIMAGO
14321475;;SCIMAGO
1466609X;;SCIMAGO
14321440;;SCIMAGO
10960821;;SCIMAGO
17264189;;SCIMAGO
15427714;;SCIMAGO
17566606;;SCIMAGO
15200434;;SCIMAGO
19411421;;SCIMAGO
14765497;;SCIMAGO
15283658;;SCIMAGO
09631798;;SCIMAGO
03406245;;SCIMAGO
10960902;;SCIMAGO
09658564;;SCIMAGO
1549490X;;SCIMAGO
15372715;;SCIMAGO
15221555;;SCIMAGO
10985522;;SCIMAGO
00283932;;SCIMAGO
00029599;;SCIMAGO
13572725;;SCIMAGO
14736551;;SCIMAGO
14602091;;SCIMAGO
18711014;;SCIMAGO
08830185;;SCIMAGO
14753030;;SCIMAGO
10591478;;SCIMAGO
0301620X;;SCIMAGO
20414889;;SCIMAGO
10505164;;SCIMAGO
00086223;;SCIMAGO
0899823X;;SCIMAGO
10957170;;SCIMAGO
10986596;;SCIMAGO
1098660X;;SCIMAGO
10902716;;SCIMAGO
18149332;;SCIMAGO
00961523;;SCIMAGO
08837694;;SCIMAGO
19352735;;SCIMAGO
13645501;;SCIMAGO
15640604;;SCIMAGO
15308561;;SCIMAGO
09255273;;SCIMAGO
02806509;;SCIMAGO
14682672;;SCIMAGO
1468330X;;SCIMAGO
14631326;;SCIMAGO
15414337;;SCIMAGO
15251497;;SCIMAGO
12086010;;SCIMAGO
15397262;;SCIMAGO
00142921;;SCIMAGO
01480227;;SCIMAGO
02722631;;SCIMAGO
17595010;;SCIMAGO
01708406;;SCIMAGO
14639270;;SCIMAGO
15410048;;SCIMAGO
14678330;;SCIMAGO
15523829;;SCIMAGO
00440094;;SCIMAGO
13652699;;SCIMAGO
15408167;;SCIMAGO
15561615;;SCIMAGO
00221430;;SCIMAGO
00652881;;SCIMAGO
15229653;;SCIMAGO
00222623;;SCIMAGO
14230348;;SCIMAGO
14321084;;SCIMAGO
00796611;;SCIMAGO
08940282;;SCIMAGO
09254439;;SCIMAGO
14346044;;SCIMAGO
00145793;;SCIMAGO
14710374;;SCIMAGO
15558584;;SCIMAGO
10960465;;SCIMAGO
15730476;;SCIMAGO
00283908;;SCIMAGO
15689972;;SCIMAGO
10959564;;SCIMAGO
10907009;;SCIMAGO
14682370;;SCIMAGO
17594804;;SCIMAGO
14714892;;SCIMAGO
09270248;;SCIMAGO
01944363;;SCIMAGO
09598146;;SCIMAGO
17422094;;SCIMAGO
01659936;;SCIMAGO
03788733;;SCIMAGO
19343647;;SCIMAGO
15577295;;SCIMAGO
03044203;;SCIMAGO
2156342X;;SCIMAGO
1531135X;;SCIMAGO
00109452;;SCIMAGO
00029149;;SCIMAGO
19492723;;SCIMAGO
14363305;;SCIMAGO
14617439;;SCIMAGO
15236838;;SCIMAGO
1052150X;;SCIMAGO
15441717;;SCIMAGO
15383644;;SCIMAGO
00296643;;SCIMAGO
0038092X;;SCIMAGO
18673899;;SCIMAGO
0734743X;;SCIMAGO
15383008;;SCIMAGO
14681218;;SCIMAGO
00217824;;SCIMAGO
1198743X;;SCIMAGO
0956540X;;SCIMAGO
01607383;;SCIMAGO
10976779;;SCIMAGO
00380717;;SCIMAGO
15737217;;SCIMAGO
08867356;;SCIMAGO
03610128;;SCIMAGO
21611653;;SCIMAGO
1097685X;;SCIMAGO
15420086;;SCIMAGO
14676494;;SCIMAGO
19327455;;SCIMAGO
15273792;;SCIMAGO
15280691;;SCIMAGO
10976868;;SCIMAGO
10959157;;SCIMAGO
01719335;;SCIMAGO
07487304;;SCIMAGO
00243590;;SCIMAGO
00277630;;SCIMAGO
08937648;;SCIMAGO
01606689;;SCIMAGO
15361233;;SCIMAGO
00380938;;SCIMAGO
09601481;;SCIMAGO
14401711;;SCIMAGO
01615505;;SCIMAGO
01959131;;SCIMAGO
00071188;;SCIMAGO
15737136;;SCIMAGO
02182025;;SCIMAGO
15281132;;SCIMAGO
15344681;;SCIMAGO
10872914;;SCIMAGO
10902406;;SCIMAGO
0266352X;;SCIMAGO
15496511;;SCIMAGO
1768322X;;SCIMAGO
14708736;;SCIMAGO
14366304;;SCIMAGO
00057967;;SCIMAGO
15550273;;SCIMAGO
19393806;;SCIMAGO
10886850;;SCIMAGO
1549781X;;SCIMAGO
17489318;;SCIMAGO
09545395;;SCIMAGO
1746630X;;SCIMAGO
09669582;;SCIMAGO
08915849;;SCIMAGO
09670645;;SCIMAGO
03640213;;SCIMAGO
00243892;;SCIMAGO
18734197;;SCIMAGO
10534296;;SCIMAGO
16625161;;SCIMAGO
10960031;;SCIMAGO
